title|llm_output|filtered_count
Trump presidency to create high anxiety among Asian allies|true|9
BREAKING NEWS: Hollywood Kingpin, and Top Hillary Donor, Harvey Weinstein Just Got Some VERY BAD NEWS From His Own Company|true|10
BILL CLINTON: West Virginia Miners Believe Climate Change Cost Them Their Jobs [Video]|fake|7
 Gotta Love It When Idiot Conservatives Accidentally Reveal People HATE The NRA|fake|10
Putin links Japan peace treaty to Tokyo's alliances|true|10
STUNNING DEVELOPMENT: OBAMA GIVES $75 MILLION US Tax Dollars To Mexico To Build Border Wall|fake|7
THERE’S A NEW SHERIFF IN TOWN: ISIS Gets Stunning WAKE UP CALL From General “Mad Dog” Mattis On Day One|fake|9
Factbox: Trump on Twitter (Oct 20) - Tax cut, United Kingdom|true|10
WERE HIS HANDS UP? NEW VIDEO EMERGES Showing FBI Shooting And Killing Father of 11, And Oregon Protester In Face|fake|9
Catalan bank depositors flock to other regions to open new accounts|fake|10
Alabama Democrat turns up attacks on Roy Moore in Senate race's final stretch|fake|6
White House cancels Trump event at Labor Dept after gunman shoots lawmaker|true|2
 Trump Outrageously Refers To Elizabeth Warren As ‘Pocahontas’ During Meeting With Senators|true|9
Trump meets Russia foreign minister amid Comey controversy|true|10
THIS YEAR: Let’s Make Christmas Great Again…|fake|5
 Queen’s Brian May: We Don’t Want Our Music Used In Trump’s ‘Unsavory Campaign’|fake|10
HERE YOU GO! TRUMP CONDEMNS DAVID DUKE…Calls Him A “Bigot” and A “Racist” [Video]|fake|2
 Donald Trump Just Used The World Trade Center Collapsing To Brag About Himself (FULL QUOTE)|fake|10
Clinton, Trump clash over economy in final campaign stretch|fake|10
Pentagon delivers draft plan to defeat Islamic State to White House|fake|10
IMF's Lagarde tells Ukraine president to speed up reforms|true|10
Trump aide named to lead White House communications says he won't take job|fake|9
#BlackLivesMatter ACTIVISTS (TERRORISTS) CHANT DEATH TO COPS AT MN STATE FAIR CHANT: “Pigs in a blanket, fry ‘em like bacon!”|fake|10
 Trump Wants Flynn Back, Says Special Counsel “Hurts Our Country Terribly”|true|10
'It's like kumbaya:' Trump's genial private meetings with CEOs jar with public attacks|true|10
PANHANDLER CONFRONTED By Outraged Man [Video]|fake|10
U.S. may sanction four countries for refusing deportees: DHS|true|10
Singer Jennifer Holliday pulls out of Trump inauguration event|true|10
BOEHNER ANNOUNCES HIS FINAL ACT OF COWARDICE As He Steps Down Before Being Ousted As Speaker|true|10
DEM STRATEGIST Says Torture OF White Special Needs Teen By Black Thugs NOT A Hate Crime “If It Was About Things Trump Said” [VIDEO]|fake|7
'Hi Donald, we're Muslims!' Scottish offer to teach Trump in visit|fake|10
BUSTED! CALIFORNIA MAN Dressed As Woman Arrested After Women Noticed Something Strange In The Bathroom Stall|fake|10
'And then they exploded': How Rohingya insurgents built support for assault|true|10
 Ann Coulter Goes Full Bigot – Calls Khizr Khan A ‘Snarling Muslim’ In Televised Rant (VIDEO)|fake|8
 Trump’s Excuse For All His Sexist Statements Proves He Doesn’t Really Want To Be President|fake|10
 Oklahoma Republicans Are Trying To Impeach Obama For The Dumbest Reason Yet|fake|10
 Images Of Trump Golfing In Florida Leak Despite Him Ordering Press Pool To Stay Inside|true|10
Comey declined offer to talk to Senate intel panel: MSNBC|true|10
CIA director warns Trump to watch what he says, be careful on Russia|true|10
In separate speeches Obama, Biden, Carter target Trump policies|fake|3
 Bombshell CIA Report Reveals Russia’s Secret Plan For 2016 Election|fake|10
Factbox: Trump fills top jobs for his administration|true|10
Venezuela's injured activists struggle to heal|true|8
U.S. proposes hike in Medicare Advantage payments; insurer shares rise|fake|9
Obama briefed on man who took hostages in German cinema: White House|true|10
CNN’S FAKE NEWS BACKFIRES! CNN Legal Analyst Agrees With Trump On FBI, DOJ: “Off the rails!” [Video]|fake|10
 Thousands Of Doctors Agree: Single-Payer Is The Way To Go|fake|10
HERE’S THIS LIST OF REPUBLICANS Running For Re-election In 2016 Who Won’t Support Trump|fake|10
BREAKING: SENATE’S KEY IMMIGRATION EXPERT GIVES ENDORSEMENT OF TRUMP’S IMMIGRATION PLAN|true|5
Iraq orders truce with Kurds to allow peaceful deployment at border crossings|true|8
Syria's Kurds to hold historic vote in 'message' to Assad|true|10
GREAT PHOTOS: Melania Trump Gets Rave Reviews For Stunning Style On Middle East Trip [Video]|true|9
 You Have To See Ammon Bundy’s Ridiculous Press Conference In Oregon (VIDEO)|true|10
Russia detains Norwegian citizen over suspected spying|fake|8
China's highest-profile fugitive assailed by businessman who says he was framed for crimes|true|8
PROOF THAT TRUMP WAS DEAD ON: NJ Rooftop Parties Watched And Celebrated On 9/11|fake|10
 2016 Campaign Coverage WRECKS ‘Liberal Media Bias’ Myth|fake|8
MEDIA IGNORES POST ON FACEBOOK From Man Who Threatened To Blow Up CA Mosque: “Hillary Would Make A Great President”|fake|10
Blackwater founder Prince weighing U.S. Senate run: New York Times|fake|10
Kenya's nurses call off their strike as lecturers take action|fake|10
Dying for a paycheck: the Russian civilians fighting in Syria|true|10
Australia okays use of China drones in non-classifed operations|true|10
Puerto Rico governor says he wants to improve, not 'destroy,' PREPA restructuring|true|9
 Sean Hannity Has Extremely Embarrassing Meltdown After Reporter Hurts His Feelings|fake|10
HILLARY SUPPORTER SAYS MURDERS WILL HAPPEN At Anti-Trump Riots: “There Will Be Casualties On Both Sides….People Have To Die To Make A Change…” [VIDEO]|fake|10
Kellyanne Conway SHUTS DOWN ABC News Hack George Stephanopoulos After He Tries To Convince Viewers Trump Isn’t Legitimate President [VIDEO]|fake|10
WERE HIS HANDS UP? NEW VIDEO EMERGES Showing FBI Shooting And Killing Father of 11, And Oregon Protester In Face|fake|6
Hell Comes to Frogtown: Alt Right and Triumph of Transhumanism|fake|10
Germany's CSU denies report Seehofer to quit as Bavaria premier|true|10
Kremlin says possible Putin-Trump meeting being worked on|fake|6
BOOM! Hey Democrats….Why The Violent Riots? YOUNG AMERICAN Proves Dems Really Don’t Care About Jobs, Helping Minorities or Women [VIDEO]|fake|10
Trump 'not happy' with U.S. health chief Price over private travel|true|10
Merkel vows to restrict trade with Turkey over arrests|true|10
Democrats aim to turn anti-Trump sentiment into votes in Virginia|fake|10
HERE’S WHAT HILLARY’S “FAIR GROWTH” Economic Plan Means For Americans [Video]|fake|8
BREAKING NEWS: US Navy Strike Group Is Moving Toward Korean Peninsula As Show Of Force [VIDEO]|fake|10
Factbox: Trump on Twitter (July 24) - Chuck Schumer, Adam Schiff, Obamacare|true|10
Israel's supreme court cancels conscription exemption law|true|8
On Putin's birthday, opposition activists protest, call for him to quit|true|10
Puigdemont says Catalonia to declare independence in 'matter of days': BBC|true|10
 Trump’s Muslim Ban Has One MAJOR Cheerleader That Is Very, Very Dangerous (DETAILS)|fake|10
Lebanon PM Hariri to supporters: 'I'm staying with you'|true|10
PRO ABORTION PAC, Emily’s List Doing Its Part To Keep Minority Population In Check… Endorses Hillary|fake|9
Illinois Democrats poised to defy governor's budget veto threat|true|10
 Michigan Government To EPA: ‘You Can’t Tell Us What To Do’|fake|6
Soccer player Messi prison sentence lifted in exchange for fine|true|10
WATCH: Hispanic Parents Make Shocking Video Teaching 3 Yr Old To Say “WE HAVE TO KILL DONALD TRUMP”|fake|10
Putin warns North Korea situation on verge of 'large-scale conflict'|fake|1
 With Just Two Words, GOP Congressman ADMITS He Doesn’t Answer To His Constituents|fake|10
HEATED! MARIA BARTIROMO Goes At It With John Podesta On Russia Probe “Get your facts straight!” [Video]|fake|8
Wealthy financiers could gain from Trump's proposed tax cut for small businesses|true|10
 Thanks To Trump, Companies Are Pulling Out Of The Republican National Convention|fake|8
BREAKING: TERROR ATTACK On London Subway During Rush Hour [VIDEO]…The Left Attacks Trump Over His Response To Terror Act|fake|9
UK court agrees to extradite suspect in Italy model kidnap plot|true|9
TRUMP SHOCKS SUPPORTERS With SURPRISE Visit At Huge Rally Hosted By “Blacks 4 Trump” Near Mar-a-Lago [VIDEO]|fake|7
Trump, Japan's Abe agree to boost deterrence against North Korea: Japan government|fake|9
False Flag Attack Against Cuba: A Plan Hatched by the Pentagon|fake|10
IS CROOKED HILLARY Getting Ready To Compete With Creepy Joe Biden In 2020…As Both Career Politicians Fight For Credit Over Dem Seats Won In BLUE STATES Last Night|fake|10
KATIE HOPKINS WARNS AMERICANS Of Grave Danger Ahead: “Do Not Let This Great Country Become The United Kingdom” [VIDEO]|fake|10
Trump’s ‘Wag the Dog’ Moment|fake|9
FAKE NEWS! RIGGED NBC/WSJ POLL Claims Trump Hits “Historic Lows”…100% FALSE!|fake|10
 Trump Supporter Tries To Burn Steelers Flag, Hilariously Can’t Figure Out Fire (VIDEO)|fake|9
Trump urges Republicans to force majority vote on Gorsuch if Democrats block|true|10
Trump's debate sniffs take off on social media|fake|10
In Trump travel ban fight, Justice Kennedy's 2015 opinion looms large|true|10
 House Committee Uncovers DAMNING BOMBSHELL – Russia PAID Michael Flynn To Appear With Putin|fake|10
 Trumpcare Is Officially Dead, Senator Collins Confirms She’s Voting No|fake|10
UK's May urges EU to respond in kind to new tone on Brexit talks|true|8
U OF CHICAGO Admissions Blames Trump For Chicago’s Violent Image…Offers Students CASH For Best Idea Of How To Deceive Prospective Students About Violence [VIDEO]|fake|9
 Man Who Tried To Dictate What Women Can Wear Gets ROYALLY OWNED In His Own House|fake|9
Saudi prince, relieved from National Guard, once seen as throne contender|true|9
Ending Iran nuclear deal would worsen North Korea situation: Kerry|true|10
Obama to visit U.S. mosque to counter Republican rhetoric about Muslims|true|9
Former Trump adviser interviewed in Congress in Russia probe|true|10
 Reality Check: New Iowa Poll Shows Bernie In The Lead; Second Iowa Poll Shows Hillary Leading|fake|2
Supreme Court reins in president's appointment powers|fake|10
Skeptics Unconvinced After Release of Feds’ Latest Report On ‘Russian Hack of DNC’|fake|8
Republicans gear up for Supreme Court battle after Scalia's death|true|10
Somali refugee faces terror charges in Canada stabbing, car attacks|fake|1
U.S. intelligence chief not ready to identify source of Democratic email hack|true|9
France's Macron trades barbs for diplomacy with Trump|fake|9
(Video) Clinton: As president, I would ‘model the kind of behavior’ I’d hope all Americans would have|fake|9
EXPOSED! OBAMA REGIME Gave MILLIONS US Tax Dollars To RADICAL SOROS GROUPS Used To Take Down Conservative European Nation’s Government|fake|10
Kremlin says unaware of U.S. Attorney General's meetings with Russian envoy|true|10
MAXINE WATERS: Obama’s Left A “very, very powerful” database in place…”Will have information about EVERYTHING…on EVERY INDIVIDUAL in ways that it’s never been done before” [VIDEO]|fake|10
 Check Out The ‘Infuriating’ Thing Malia Obama Did That Has Conservatives Calling Her N***** (IMAGES)|fake|10
White House spokesman Spicer draws heat off camera|fake|10
Trump spokesman to brief press on Thursday|true|10
Juncker wants EU finance minister, no separate euro budget or parliament|true|10
Australia's High Court rejects challenge to vote on same-sex marriage|true|10
SHOCKER: Public School Turns Computer Lab Into Mosque…Bars Non-Muslim Students [Video]|fake|10
PRICELESS! WATCH MSNBC HOST’S Shocked Response When GOP Lawmaker Calls For “Purge” of “Deep State” FBI and DOJ|fake|10
HOW MANY DIFFERENT Ways Can Arrogant Liberals Say Donald Trump Will Never Be Elected As Our President? [VIDEO]|fake|10
HOW IS IT RACIST To Want Closed Borders And Protect Citizens From Terrorists?|fake|10
Sudan regrets U.S. putting it on trafficking list before sanctions decision|true|9
BREAKING: Who’s Laughing Now? House GOP Members Introduce Resolution To Impeach IRS Commissioner|fake|10
 OOPS: Trump Judicial Nominee Didn’t Tell Congress About Marriage To White House Attorney|fake|10
 Reince Priebus Says We ARE Going Forward With Trump’s COMPLETELY Asinine Terrorism Plan|fake|10
BERNIE SANDERS THANKS OBAMA For Not Endorsing A Candidate…Only Hours Later, Obama Endorses Crooked Hillary [VIDEO]|fake|10
U.S. Navy examining rise in health issues among F/A-18 pilots: lawmaker|true|10
House Armed Services chairman: Trump budget not enough for U.S. military|true|9
Eyes on the 'Crocodile' as Zimbabwe military sweeps to power|fake|10
Mnuchin says tax overhaul still in sight for 2017|true|10
Trump on Twitter (Feb 17) - Tom Price, Boeing, NSA|true|10
 GOP Governor’s Sr. Aide Admits Running Government Like A Business Is A Disaster|fake|10
For some Democrats, it's voting for Clinton - and keeping it quiet|true|10
IS SMITHSONIAN MUSEUM PLANNING To Make Hero Out Of Third Rate QB, Race Agitator Colin Kaepernick?|true|10
 White Supremacist PAC Launches Radio Ad Touting Trump As Champion Of Christians|true|9
 Ex-GOP Congressman Might As Well Be Wearing A Hood During Latest Interview (VIDEO)|fake|7
THIS ONE PICTURE Tells You Just How Delusional Hillary Has Become About The Trouble She’s In|fake|7
WATCH FUNNIEST MAN In American Politics Ridicule Liberals, Atheists And Anti-American Jackasses|fake|10
 WATCH: Anti-Gay Pastor Who Wants To Kill Them All Gets Bad News And Throws Massive Temper Tantrum|fake|10
Trump set to name U.S. high court pick as Democrats plan fight|fake|10
BIKERS FOR TRUMP Will Travel To Future Rallies To “Provide Outside Security” Against Paid Soros Thugs For Hillary And Bernie Sanders|fake|7
'Bobby Three Sticks' Mueller to probe Russia-Trump imbroglio|true|10
CROCODILE TEARS: Watch Obama Use Phony Outrage To Gain Sympathy For Gun Control|fake|10
Independent Catalonia would need to apply to join EU: Juncker|true|10
Facebook partners with news outlets for Election Day live video blitz|fake|10
 This Conservative Wants To Let Scalia Vote From The Grave On SCOTUS Cases (VIDEO)|fake|10
 Trump Just Openly Called For A Third World War (VIDEO)|fake|10
What Gives? Saudi King Spends A Fortune In 2014 On Gifts For The Obamas|fake|10
Clinton's 'girl power' push wins over women in their 30s, not 20s|fake|10
Expect more ‘terror busts’ as FBI steps up its use of “ISIS stings”|fake|8
South Africa's Ramaphosa wins election as ANC president|true|10
Islamic State claims responsibility for attack on TV station in Afghanistan: Amaq|fake|2
Ryan says Obamacare mandate repeal on table in tax debate: Fox News Sunday|fake|4
WATCH: GOP REP DAVE BRAT TURNED TABLES On #FakeNews CNN…Accused Them Of Collusion With Liberal Media…CNN’s Actions Are “Unethical But Not Illegal”|fake|9
 Matt Damon SHREDS Trump And Wall Street Bankers During MIT Commencement (VIDEO)|fake|10
 Darren Wilson Just Admitted He LIED About Michael Brown Trying To Take His Gun|fake|10
President Trump Fires Acting Attorney General, Sally Yates|true|10
Schwarzenegger fired, didn't quit 'Apprentice': Trump|true|10
 Betsy Devos Just Put A For-Profit Credit Card Exec In Charge Of Federal Student Aid Program|fake|10
EU heads toward tougher action on Poland after Merkel joins fray|fake|8
 Trump’s Muslim Ban Gets The OK – At Least, Part Of It|true|10
UNBELIEVABLE! Students Succeed In Removing US Border Patrol Agents From Career Fair: Concerned They Won’t Make Illegal Students Feel Welcome|fake|10
